fid,FUNCION_PR,SUBCATEGOR,ESTABLECIM,FUNCION_SE,PROGRAMACI,SUCURSAL,SALA,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,LATITUD,LONGITUD,TELEFONO,MAIL,WEB,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_C,OTRAS_REDE,CAPACIDAD_
1741,ESPACIO DE FORMACION,,IMAGEN CAMPUS,,,,,SALTA 239,SALTA,239,MONSERRAT,COMUNA 01,-34.611355199999998,-58.383384900000003,4383-2244 / 4383-2992,INFO@IMAGECAMPUS.COM.AR,WWW.IMAGECAMPUS.COM.AR,,,,,,,,,0
1742,BAR,NOTABLE,IBERIA,,,,,DE MAYO AV. 1196,DE MAYO AV.,1196,MONSERRAT,COMUNA 01,-34.609259122008659,-58.383299260540731,4381-6300,,,,,,,,,,,0
1743,ESPACIO ESCENICO,SALA DE TEATRO,SERGIO SOUZA,ESPACIO DE FORMACION,SI,,,RIVADAVIA AV. 1180,RIVADAVIA AV.,1180,MONSERRAT,COMUNA 01,-34.608572220976875,-58.383061035885817,4381-9878,SERGIOSOUZA@YAHOO.COM,http://www.sergiosouzateatro.com,WWW.FACEBOOK.COM/SERGIOSOUZATEATRO/,,,,,,,,85
1744,ESPACIO ESCENICO,SALA DE TEATRO,TERCER ACTO (EX LA CLAC),ESPACIO DE FORMACION,SI,,,DE MAYO AV. 1158,DE MAYO AV.,1158,MONSERRAT,COMUNA 01,-34.609233099999997,-58.382902399999999,4382-6529,,,,,,,,,,,70
1745,ESPACIO DE EXHIBICION,GALERIA DE ARTE,GALERIA JACQUES MARTINEZ,,,,,DE MAYO AV. 1128,DE MAYO AV.,1128,MONSERRAT,COMUNA 01,-34.609201800000001,-58.382446000000002,4381-7458,info@galeriajacquesmartinez.com,WWW.GALERIAJACQUESMARTINEZ.COM,https://www.facebook.com/galeriajacquesmartinez,@GaleriaJacquesM,@GaleriaJacquesM,,,,,,0
1746,LIBRERIA,,LIBRERIA PUNTO DE ENCUENTRO,,,,,DE MAYO AV. 1110,DE MAYO AV.,1110,MONSERRAT,COMUNA 01,-34.609191500000001,-58.382312300000002,,,,,,,,,,,,0
1747,BAR,NOTABLE,CONFITERIA DEL HOTEL CASTELAR,,,,,DE MAYO AV. 1048,DE MAYO AV.,1048,MONSERRAT,COMUNA 01,-34.609047404383688,-58.381280805338207,4383-5000 / 9,INFO@CASTELARHOTEL.COM.AR,WWW.CASTELARHOTEL.COM.AR,,,@castelarhotelspa,,,,,,0
1748,BAR,CULTURAL,CAFE Y BAR RONAS,,,,,DE MAYO AV. 999,DE MAYO AV.,999,MONSERRAT,COMUNA 01,-34.608914001715718,-58.380574316312675,,,,,,,,,,,,0
1749,LIBRERIA,,DE LAS LUCES,,,,,DE MAYO AV. 979,DE MAYO AV.,979,MONSERRAT,COMUNA 01,-34.608894399999997,-58.380288499999999,,,,,,,,,,,,0
1750,LIBRERIA,,LA CUEVA LIBROS,,,,,DE MAYO AV. 1114,DE MAYO AV.,1125,MONSERRAT,COMUNA 01,-34.609043530705065,-58.382428327187988,,,,,,,,,,,,0
1751,MONUMENTOS Y LUGARES HISTORICOS,,CONFEDERACION GENERAL ECONOMICA,,,,,RIVADAVIA AV. 1108,RIVADAVIA AV.,1108,MONSERRAT,COMUNA 01,-34.608609999999999,-58.382219999999997,,,,,,,,,,,,0
1752,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA PARROQUIAL DE MONSERRAT,,,,,BELGRANO AV. 1151,BELGRANO AV.,1151,MONSERRAT,COMUNA 01,-34.613149999999997,-58.382489999999997,,,,,,,,,,,,0
1753,MONUMENTOS Y LUGARES HISTORICOS,,CASA QUE HABITO ADOLFO ALSINA,,,,,ALSINA. ADOLFO 1177,ALSINA. ADOLFO,1177,MONSERRAT,COMUNA 01,-34.610880000000002,-58.382899999999999,,,,,,,,,,,,0
1754,SALA DE CINE,,CINAIN (CINEMATECA Y ARCHIVO DE LA IMAGEN NACIONAL),,,,,MORENO 1199,MORENO,1199,MONSERRAT,COMUNA 01,-34.611971199999999,-58.382968900000002,4383-6432,FERNANDOMADEDO@CINAIN.GOB.AR,http://www.cinain.gob.ar/programacion/,,,,,,,,,212
1755,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA UNION INDUSTRIAL ARGENTINA,,,,,DE MAYO AV. 1147,DE MAYO AV.,1147,MONSERRAT,COMUNA 01,-34.609068768767173,-58.382796418369495,4124-2300,VIA@VIA.ORG.AR,WWW.VIA.ORG.AR,,,,,,,,,0
1756,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS- AFIP. DIRECCION GENERAL IMPOSITIVA.,,,,,DE MAYO AV. 1317,DE MAYO AV.,1317,MONSERRAT,COMUNA 01,-34.609302831398210,-58.385073136448227,,BIBLIOTECA@AFIP2.GOV.AR,HTP//WWW.AFIP.GOV.AR,,,,BIBLIOTECASJURIRED,,,,,0
1757,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA DEL INSTITUTO DE ECONOMIA - INTA. INSTITUTO DE ECONOMIA,,,,,RIVADAVIA AV. 1250,RIVADAVIA AV.,1250,MONSERRAT,COMUNA 01,-34.608659019481543,-58.384178946180199,011-4384-7640,IECONOMIA.CD@INTA.GOV.AR,WWW.INTA.GOV.AR,,,,SIDALC,SIDINTA,,,,0
1758,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA CENTRAL LABORATORIOS BAGO SA,,,,,"IRIGOYEN, BERNARDO DE 248","IRIGOYEN, BERNARDO DE",248,MONSERRAT,COMUNA 01,-34.611283664171481,-58.380521433484837,4344-2000. FAX: 4334-5813.,"MCENDOYA@BAGO.COM.AR, BIBLIOTE@BAGO.COM.AR",,,,,BIBLIOMED,,,,,0
1759,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,CENTRO DE DOCUMENTACION E INFORMACION DE LA OFICINA IICA EN ARGENTINA,,,,,"IRIGOYEN, BERNARDO DE 88","IRIGOYEN, BERNARDO DE",88,MONSERRAT,COMUNA 01,-34.609385351358192,-58.380617798881275,4345-1210 FAX: 4345-1208,BIBLIOTECAIICA@IICA.ORG.AR,HTTP://WWW.IICA.INT/ESP/REGIONES/SUR/ARGENTINA/PAGINAS/PUBLICACIONES.ASPX,,,,SIDALC/UNIRED,,,,,0
1760,BIBLIOTECA,GENERAL,BIBLIOTECA AUDITORIA GENERAL DE LA NACION,,,,,"YRIGOYEN, HIPOLITO 1236","YRIGOYEN, HIPOLITO",1236,MONSERRAT,COMUNA 01,-34.609823652260239,-58.383881338975257,4124-370038/35/52/80/87/88/91/92/93/96 FAX: 4124-3757,SCHARGOR@AGN.GOV.AR INFORMACION@AGN.GOV.AR,WWW.AGN.GOV.AR,,,,BIBLIOTECASJURIRED,UNIRED,RENDIAP,,,0
1761,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA. CENTRO DE DOCUMENTACION Y ARCHIVO,,,,,MORENO 1199,MORENO,1199,MONSERRAT,COMUNA 01,-34.611975186337403,-58.382966176666713,4384 6704 4383 2622 INT. 117i- FAX: 4384 6704 4383 2622 INT. 115,BIBLIOTECAINCAA@YAHOO.COM.AR. BIBLIOTECA@ENERC.GOV.AR,WWW.INCAA.GOV.AR,,,,VITRUVIO,,,,,0
1762,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,DIRECCION GENERAL DE BASES DE DATOS JURIDICAS (SAIJ),,,,,MORENO 1228,MORENO,1228,MONSERRAT,COMUNA 01,-34.612100906605264,-58.383768611352032,(011) 4381-9061 al 9066,SAIJ@JUS.GOV.AR,WWW.SAIJ.JUS.GOV.AR/HTMLDOCS/SISTEMA/RG,,,,,,,,,0
1763,ESPACIO ESCENICO,SALA DE TEATRO,CLUB DE LAS ARTES,,,,,SALTA 755,SALTA,755,MONSERRAT,COMUNA 01,-34.617261100000000,-58.383093000000002,4384-0700,CLUB_DE_LAS_ARTES@HOTMAIL.COM,,https://www.facebook.com/Club-de-las-Artes-Espacio-Cultural-y-salas-de-ensayo-218921788138355/,,,,,,,,0
1764,ESPACIO DE FORMACION,,CENTRO DE ARTES ESCENICAS UADE,ESPACIO ESCENICO,,,,LIMA 717,LIMA,717,MONSERRAT,COMUNA 01,-34.617071199999998,-58.381605999999998,4000-7648,ACULTURALES@UADE.EDU.AR,WWW.UADE.EDU.AR,,,,,,,,,0
1765,ESPACIO DE FORMACION,,UADE,,,,,LIMA 775,LIMA,775,MONSERRAT,COMUNA 01,-34.617068900000000,-58.381603699999999,4000-7600 / OPCION 2,INFOINSCRIPCIONES@UADE.EDU.AR,WWW.UADE.EDU.AR,,,,,,,,,0
1766,ESPACIO DE EXHIBICION,MUSEO,MUSEO DEL TRAJE,,,,,CHILE 832,CHILE,832,MONSERRAT,COMUNA 01,-34.616342628417073,-58.377852349196459,,,,,,,,,,,,0
1767,ESPACIO DE EXHIBICION,MUSEO,MUSEO DEL TRAJE,,,,,CHILE 832,CHILE,832,MONSERRAT,COMUNA 01,-34.616342628417073,-58.377852349196459,4343-8427,INFO@MUSEODELTRAJE.GOB.AR,HTTPS://MUSEODELTRAJE.CULTURA.GOB.AR/,,,,,,,,,0
1768,ESPACIO ESCENICO,SALA DE TEATRO,LA MUDA ESPACIO,ESPACIO DE FORMACION,SI,,,SALTA 611,SALTA,611,MONSERRAT,COMUNA 01,-34.615595525157161,-58.383104885983201,1138486800 / 1135836804,LAMUDA609@GMAIL.COM,http://lamudaespacio.com,https://www.facebook.com/lamuda609/,,https://www.instagram.com/lamudaespacio/,ESCENA,,,,,0
1769,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO LA RANCHERIA,"BAR, ESPACIO DE FORMACION, GALERIA DE ARTE",SI,,,MEXICO 1152,MEXICO,1152,MONSERRAT,COMUNA 01,-34.615375754213609,-58.382466506047798,4382-5862,LARANCHERIA.TEATRO@GMAIL.COM,WWW.TEATROLARANCHERIA.ORG,https://www.facebook.com/teatro.larancheria/,,https://www.instagram.com/teatrolarancheria/,,,,,,54
1770,ESPACIO ESCENICO,SALA DE TEATRO,CIRCO DEL AIRE,ESPACIO DE FORMACION,,,,CHACABUCO 629,CHACABUCO,629,MONSERRAT,COMUNA 01,-34.615420380372917,-58.376059525269874,,circodelaire@gmail.com,www.circodelaire.blogspot.com,www.facebook.com/circodelairecasa/,,https://www.instagram.com/circodelaire/,,,,,,0
1771,LIBRERIA,,CERTEZA,,,,,"IRIGOYEN, BERNARDO DE 654","IRIGOYEN, BERNARDO DE",654,MONSERRAT,COMUNA 01,-34.615830198978188,-58.380285840349764,,,,,,,,,,,,0
1772,LIBRERIA,,BUENOS AIRES BOOKS,,,SALTA,,SALTA 742,SALTA,742,MONSERRAT,COMUNA 01,-34.617090500000003,-58.382997840000002,,,,,,,,,,,,0
1773,BIBLIOTECA,ARTISTICA,BIBLIOTECA - MUSEO NACIONAL DE LA HISTORIA DEL TRAJE Y EL INSTITUTO ART & DESIGN,,,,,CHILE 832,CHILE,832,MONSERRAT,COMUNA 01,-34.616342628417073,-58.377852349196459,4342 8427,,,,,,VITRUVIO,,,,,0
1774,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA UADE,,,,,LIMA 717,LIMA,717,MONSERRAT,COMUNA 01,-34.617075304114529,-58.381603253523103,(011) 4379-7511,BIBLIOTECA@UADE.EDU.AR,HTTP://WWW.BIBLIOTECA.UADE.EDU.AR,,,,CAICYT,,,,,0
1775,LIBRERIA,,LA LIBRERIA DE AVILA,,,,,"ALSINA, ADOLFO 500","ALSINA, ADOLFO",500,MONSERRAT,COMUNA 01,-34.610264890698581,-58.373315395500853,,,,,,,,,,,,0
1776,ESPACIO DE FORMACION,,INSTITUTO DE INVESTIGACION EN ETNOMUSICOLOGIA,,,,,BOLIVAR 191 4° PISO,BOLIVAR,191,MONSERRAT,COMUNA 01,-34.610120125741730,-58.373525163826812,4343-0559,IIET_DGART@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/ETNOMUSICOLOGIA,,,,,,,,,0
1777,ESPACIO DE EXHIBICION,GALERIA DE ARTE,GALERIA BRAQUE,,,,,CHACABUCO 131,CHACABUCO,131,MONSERRAT,COMUNA 01,-34.609541800000002,-58.376362600000000,3999-4596  / 4334-5073,INFO@ARTEBRAQUE.COM.AR,WWW.ARTEBRAQUE.COM.AR,https://www.facebook.com/braque.galeriadearte.3/,,,,,,,,0
1778,MONUMENTOS Y LUGARES HISTORICOS,,LEGISLATURA PORTEÑA,,,,,PERU 160,PERU,160,MONSERRAT,COMUNA 01,-34.609540600000003,-58.374810199999999,,,,,,,,,,,,0
1779,ESPACIO DE EXHIBICION,GALERIA DE ARTE,ZAVALETA LAB ARTE CONTEMPORANEO,,,,,"YRIGOYEN, HIPOLITO 833","YRIGOYEN, HIPOLITO",833,MONSERRAT,COMUNA 01,-34.609386648558832,-58.378031695809561,4342-9293 / 4331-2439,,WWW.ZAVALETALAB.COM,,,,,,,,,0
1780,ESPACIO FERIAL,MANUALISTAS,DIAGONAL SUR,,,,,Diagonal Sur,Diagonal Sur,,MONSERRAT,COMUNA 01,-34.609303142062927,-58.373779769406404,,,,,,,,,,,,0
1781,LIBRERIA,,LA FABRICA DE CUENTOS,,,,,"YRIGOYEN, HIPOLITO 723","YRIGOYEN, HIPOLITO",723,MONSERRAT,COMUNA 01,-34.609290399999999,-58.376651699999996,,,,,,,,,,,,0
1782,ESPACIO DE FORMACION,,UNIVERSIDAD ABIERTA INTERAMERICANA,,,,,CHACABUCO 90,CHACABUCO,90,MONSERRAT,COMUNA 01,-34.609119690493181,-58.376309929378046,4342-7788,CONTACTO@UAI.EDU.AR,WWW.UAI.EDU.AR,,,,,,,,,0
1783,BAR,CULTURAL,PICHIN,,,,,DE MAYO AV. 806,DE MAYO AV.,806,MONSERRAT,COMUNA 01,-34.608898475435218,-58.378072430650668,,,,,,,,,,,,0
1784,ESPACIO DE EXHIBICION,MUSEO,MUSEO HISTORICO NACIONAL DEL CABILDO Y DE LA REVOLUCION DE MAYO,,,,,BOLIVAR 65,BOLIVAR,65,MONSERRAT,COMUNA 01,-34.608848199999997,-58.373565999999997,4342-6729 / 4334-1782,CABILDONACIONAL@GMAIL.COM,HTTPS://CABILDONACIONAL.CULTURA.GOB.AR/,,,,,,,,,0
1785,BAR,NOTABLE,CAFE TORTORI,,,,,DE MAYO AV. 825,DE MAYO AV.,825,MONSERRAT,COMUNA 01,-34.608824623581178,-58.378126129590775,4342-4328,TORTONI@CAFETORTONI.COM.AR,WWW.CAFETORTONI.COM.AR,,,,,,,,,0
1786,LIBRERIA,,EL TUNEL DE BUENOS AIRES,,,,,DE MAYO AV. 767,DE MAYO AV.,767,MONSERRAT,COMUNA 01,-34.608688399999998,-58.377327000000001,,,,,,,,,,,,0
1787,LIBRERIA,,LA CALESITA,,,,,DE MAYO AV. 769,DE MAYO AV.,769,MONSERRAT,COMUNA 01,-34.608688399999998,-58.377327000000001,,,,,,,,,,,,0
1788,BAR,CULTURAL,CAFE DE LA JUNTA DE 1810,,,,,DE MAYO AV. 639,DE MAYO AV.,639,MONSERRAT,COMUNA 01,-34.608640023456033,-58.375486405594707,,,,,,,,,,,,0
1789,MONUMENTOS Y LUGARES HISTORICOS,,CABILDO DE LA CIUDAD DE BUENOS AIRES,,,,,PERU 51,PERU,51,MONSERRAT,COMUNA 01,-34.608629999999998,-58.373460000000001,,,,,,,,,,,,0
1790,BAR,NOTABLE,BAR LONDON CITY,,,,,DE MAYO AV. 599,DE MAYO AV.,599,MONSERRAT,COMUNA 01,-34.608505100000002,-58.374738999999998,,,,,,,,,,,,0
1791,CENTRO CULTURAL,,CASA DE LA CULTURA,,SI,,SALON DORADO,DE MAYO AV. 575,DE MAYO AV.,575,MONSERRAT,COMUNA 01,-34.608483800000002,-58.374404400000003,4323-9669,SUBSECPATRIMONIOCULTURAL@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/CASA_CULTURA/,,,,,,,,,0
1792,MONUMENTOS Y LUGARES HISTORICOS,,AVENIDA DE MAYO,,,,,DE MAYO AV. 915,DE MAYO AV.,915,MONSERRAT,COMUNA 01,-34.608919999999998,-58.379440000000002,,,,,,,,,,,,0
1793,MONUMENTOS Y LUGARES HISTORICOS,,DIARIO LA PRENSA,,,,,DE MAYO AV. 563,DE MAYO AV.,563,MONSERRAT,COMUNA 01,-34.608550000000001,-58.374459999999999,,,,,,,,,,,,0
1794,MONUMENTOS Y LUGARES HISTORICOS,,SUBTES,,,,,DE MAYO AV. 592,DE MAYO AV.,592,MONSERRAT,COMUNA 01,-34.608609999999999,-58.374720000000003,,,,,,,,,,,,0
1795,MONUMENTOS Y LUGARES HISTORICOS,,CASA DE MARIA JOSEFA EZCURRA DE EZCURRA,,,,,ALSINA. ADOLFO 457,ALSINA. ADOLFO,457,MONSERRAT,COMUNA 01,-34.610180000000000,-58.372830000000000,,,,,,,,,,,,0
1796,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,MEDIATECA DE PATRIMONIO,,,,,DE MAYO AV. 575,DE MAYO AV.,575,MONSERRAT,COMUNA 01,-34.608487720453191,-58.374401301795039,4323-9400,MEDIATECA_MC@BUENOSAIRE.GOV.AR,HTTP://BUENOSAIRES.GOB.AR/BIBLIOTECAS,,,,BIPUCABA,,,,,0
1797,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA DE LA PROCURACION GENERAL DE LA NACION,,,,,DE MAYO AV. 760,DE MAYO AV.,760,MONSERRAT,COMUNA 01,-34.608838910262342,-58.377181529269848,4338-4300,,HTTP://WWW.MPF.GOB.AR/BIBLIOTECA/CONSULTA-AL-BIBLIOTECARIO/,,,,,,,,,0
1798,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA MARISEL MONTOTO RODRIGUEZ,,,,,DE MAYO AV. 866,DE MAYO AV.,866,MONSERRAT,COMUNA 01,-34.608944575369861,-58.378731913405879,(54-11) 5217-7878 INT. 275,BIBLIOTECA@CAECE.EDU.AR,WWW.CAECE.EDU.AR/BIBLIOTECA.HTM,,,,AMICUS,,,,,0
1799,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA ANMAT,,,,,DE MAYO AV. 869,DE MAYO AV.,869,MONSERRAT,COMUNA 01,-34.608868313900309,-58.378751145219070,54.011 4340-0800 INT. 1047 FAX 54.011 4340-0800 INT. 1048,NDURAND@ANMAT.GOV.AR,WWW.ANMAT.GOV.AR,,,,BIBLIOMED,RENICS,,,,0
1800,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,CENTRO ESTADISTICO DE SERVICIOS (CES),,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 615","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",615,MONSERRAT,COMUNA 01,-34.610285871690508,-58.374955508212253,4349-9646/9652 FAX: 4349-9646,"SDOSS@INDEC.MECON.AR, BIBLIOTECA@INDEC.MECON.AR",WWW.INDEC.MECON.GOV.AR/CONTACTO/SERVICIO_CES.ASP,,,,UNIRED,,,,,0
1801,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,COORDINACION DEL PLAN ESTRATEGICO,,,,,BOLIVAR 191,BOLIVAR,191,MONSERRAT,COMUNA 01,-34.610120125741730,-58.373525163826812,43331-1835/7632,PFRONTERA@BUENOSAIRES.GOV.AR,,,,,RENDIAP,,,,,0
1802,BIBLIOTECA,GENERAL,BIBLOTECA Y CENTRO DE DOCUMENTACION LEGISLATURA DE LA CIUDAD AUTONOMA DE BUENOS AIRES,,,,,"YRIGOYEN, HIPOLITO 502","YRIGOYEN, HIPOLITO",502,MONSERRAT,COMUNA 01,-34.609191415320090,-58.373630040692589,(011) 4338-3000 int. 4071/4072,PROTECCEDOM@LEGISLATURA.GOV.AR,WWW.CEDOM.GOV.AR/,,,,,,,,,0
1803,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,CENTRO DE INFORMACION TECNICA,,,,,PERU 103,PERU,103,MONSERRAT,COMUNA 01,-34.609385727113541,-58.374960692204297,4347-9365/9371-9372 FAX: 4347-9367,AFRESCHI@CNC.GOV.AR CIT@CNC.GOV.AR,WWW.CNC.GOV.AR/CIT/INDEX.ASP,,,,UNIRED,,,,,0
1804,CENTRO CULTURAL,,CLUB 921,CLUB DE MUSICA,,,,ALSINA. ADOLFO 921,ALSINA. ADOLFO,921,MONSERRAT,COMUNA 01,-34.610623199999999,-58.379450599999998,3559-0985 / 4383-6869,SICKCLUB@HOTMAIL.COM,http://clubsick.blogspot.com/,https://www.facebook.com/921CasaCultural/,,,,,,,,300
1805,BAR,CULTURAL,SAN MARTIN,,,,,BELGRANO AV. 901,BELGRANO AV.,901,MONSERRAT,COMUNA 01,-34.612866199999999,-58.379150099999997,,,,,,,,,,,,0
1806,CENTRO CULTURAL,,TIERRA VIOLETA,"ESPACIO DE FORMACION, ESPACIO ESCENICO",SI,,,TACUARI 538,TACUARI,538,MONSERRAT,COMUNA 01,-34.614500774977827,-58.378924298443053,2007-5148,INFO@TIERRA-VIOLETA.COM.AR,WWW.TIERRA-VIOLETA.COM.AR,WWW.FACEBOOK.COM/CENTROCULTURALTIERRAVIOLETA/,,https://www.instagram.com/cctierravioleta/,,,,,,30
1807,BAR,MILONGA Y/O TANGUERIA,CLUB EXPERIMENTAL DE TANGO ARTE,,,,,REPUBLICA BOLIVARIANA DE VENEZUELA 857,REPUBLICA BOLIVARIANA DE VENEZUELA,857,MONSERRAT,COMUNA 01,-34.614020600000003,-58.378393400000000,,,,,,,,,,,,0
1808,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE SAN JUAN BAUTISTA,,,,,ALSINA. ADOLFO 815,ALSINA. ADOLFO,815,MONSERRAT,COMUNA 01,-34.610579999999999,-58.378039999999999,,,,,,,,,,,,0
1809,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,CENTRO DE DOCUMENTACION E INFORMACION SUPERONTENDENCIA DE SEGUROS DE LA NACION.,,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 721","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",721,MONSERRAT,COMUNA 01,-34.611835665786565,-58.376651513664029,011 4338 4000 INT.1019,"BIBLIOTECA@SSN.GOV.AR, SSN@SSN.GOV.AR, TEO_CASANELLI@HOTMAIL.COM",HTTP://WWW.SSN.GOV.AR/FWCM/INDEX.ASP?PAGE=MODULES/CENTRALSITE/CENTRAL_SITE.ASP&URL=../STORAGE/ORIENTACION/BIBLIOTECA%20SSN.HTM,,,,BIBLIOTECASJURIRED,,,,,0
1810,LIBRERIA,,DE LOS CUATRO VIENTOS,,,VENEZUELA,,REPUBLICA BOLIVARIANA DE VENEZUELA 726,REPUBLICA BOLIVARIANA DE VENEZUELA,726,MONSERRAT,COMUNA 01,-34.613962940000000,-58.376517319999998,,,,,,,,,,,,0
1811,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CENTRO NACIONAL DE TRANSFERENCIA DE TECNOLOGIA VIAL (CENATTEV),,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 695","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",695,MONSERRAT,COMUNA 01,-34.611510035819130,-58.376300734658827,4342-7817,INFO@VIAL.ORG.AR,WWW.VIAL.ORG.AR,,,,RENDIAP,,,,,0
1812,ESPACIO DE EXHIBICION,GALERIA DE ARTE,APPETITE CONTEMPOPORARY ART,,,,,CHACABUCO 551,CHACABUCO,551,MONSERRAT,COMUNA 01,-34.614479899999999,-58.376108600000002,4331-5405,NUEVOAPPETITE@GMAIL.COM,WWW.APETITE.COM.AR,,,,,,,,,0
1813,BAR,MILONGA Y/O TANGUERIA,TANGO 1921,,,,,CHACABUCO 454,CHACABUCO,454,MONSERRAT,COMUNA 01,-34.613407516005239,-58.376089362679259,4334-2001,BSAS@TANGO1921.COM,WWW.TANGO1921.COM,,,,,,,,,0
1814,LIBRERIA,,EPIFANIA LIBROS,,,,,BELGRANO AV. 687,BELGRANO AV.,687,MONSERRAT,COMUNA 01,-34.612656399999999,-58.375987600000002,4953 1088,info@epifanialibros.com.ar,http://www.epifanialibros.com.ar,,,,,,,,,0
1815,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA COMISION NACIONAL DE DEFENSA DE LA COMPETENCIA,,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 651","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",651,MONSERRAT,COMUNA 01,-34.610975849324412,-58.375713713514905,4349-3480/4107,SSALIN@MECON.GOV.AR,HTTP://WWW.MECON.GOV.AR/CNDC,,,,RENDIAP,,,,,0
1816,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA SERVICIO GEOLOGICO MINERO ARGENTINO,,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 651","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",651,MONSERRAT,COMUNA 01,-34.610975849324412,-58.375713713514905,4349-3200 FAX: 4349-3198,MJANIT@SECIND.MECON.GOV.AR,WWW.SEGEMAR.GOV.AR/BIBLIOTECA/INDEX.HTM,,,,UNIRED,,,,,0
1817,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA EMBAJADOR LEOPOLDO H. TETTAMANTI,,,,,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 651","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",651,MONSERRAT,COMUNA 01,-34.610975849324412,-58.375713713514905,4349.3494 / 99,BIBLIOSICYP@INDUSTRIA.GOB.AR,WWW.PRODUCCION.GOB.AR/BIBLIOTECA-EMBAJADOR-LEOPOLDO-H-TETTAMANTI,,,,,,,,,0
1818,ESPACIO DE EXHIBICION,MUSEO,MUSEO PARTICIPATIVO MINERO MUMIN,,,,,ROCA. JULIO A.. PRESIDENTE DIAGONAL SUR AV. 651,ROCA. JULIO A.. PRESIDENTE DIAGONAL SUR AV.,651,MONSERRAT,COMUNA 01,-34.610971900000003,-58.375716699999998,4349-3202 / 4450,MUMIN@SEGEMAR.GOV.AR,HTTP://MUMIN.GOB.AR/,,,,,,,,,0
1819,BAR,NOTABLE,BIDOU DE LAS LUCES,,,,,PERU 269,PERU,269,MONSERRAT,COMUNA 01,-34.611124799999999,-58.374853000000002,4331-1466 / 4343-1041,bidoudelasluces26@gmail.com,,https://www.facebook.com/barbidoudelasluces/,,@bidoudelasluces,,,,,,0
1820,MONUMENTOS Y LUGARES HISTORICOS,,PROCURADURIA JESUITICA,,,,,PERU 205,PERU,205,MONSERRAT,COMUNA 01,-34.610700000000001,-58.374830000000003,,,,,,,,,,,,0
1821,MONUMENTOS Y LUGARES HISTORICOS,,INSTITUTO DE INVESTIGACIONES HISTORICAS DE LAS MANZANAS DE LAS LUCES,,,,,PERU 272,PERU,272,MONSERRAT,COMUNA 01,-34.610897000000001,-58.374792399999997,,,,,,,,,,,,0
